carAge;dureeGarantie;kilometrage;marqueModele;prixTtc;puissanceFiscale;tauxCo2;typeEnergie;dureeTotale;valeurRachat
12;13;12000;80;23700.0;5;121;1;60.0;8581.87
15;10;10;121;24490.0;5;129;1;60.0;8389.76
10;15;6000;82;40262.0;8;23;7;60.0;16318.35
12;13;11640;80;23500.0;5;121;1;60.0;8581.87
22;3;60416;81;32452.0;7;130;3;60.0;11429.65
5;20;3;26;24860.0;6;126;3;60.0;8165.26
41;0;81433;65;29490.0;7;164;3;42.0;13171.56
12;13;16255;80;23500.0;5;121;1;60.0;8515.6
10;15;10;81;36864.0;7;130;3;60.0;13906.99
22;3;7265;19;42390.0;10;142;3;60.0;19452.23
37;0;30575;80;18744.0;5;123;1;42.0;5955.22
9;16;10;97;30490.0;7;143;1;60.0;12826.18
4;21;10;81;37582.0;7;142;3;60.0;17491.3
10;15;6000;82;29262.0;7;125;1;60.0;10625.23
22;3;24200;37;18544.0;5;131;4;60.0;5464.95
10;15;6000;81;38762.0;7;130;3;60.0;14891.1
6;19;2;25;20860.0;4;123;1;60.0;7533.71
3;22;2;25;23660.0;6;134;1;60.0;11293.83
13;12;10340;26;22244.0;6;132;1;60.0;8601.93
29;0;55135;26;19404.0;6;135;1;54.0;6491.13
13;12;10;80;23990.0;5;109;3;60.0;8087.84
4;21;10;29;36490.0;7;130;3;60.0;14264.18
3;22;2;25;23860.0;6;120;1;60.0;10266.3
25;0;13711;80;22300.0;5;118;1;60.0;6328.47
5;19;2;25;23860.0;6;120;1;60.0;8674.18
24;13;32473;69;26404.0;8;152;1;60.0;12588.34
40;0;100987;79;16292.0;6;102;1;42.0;6584.58
5;20;2;25;23860.0;6;120;1;60.0;8674.18
5;19;10;119;29990.0;6;110;3;60.0;12085.22
12;13;6534;19;39860.0;8;129;3;60.0;17334.51
7;18;30;40;51700.0;7;143;3;60.0;20441.15
23;2;21726;27;24990.0;7;129;3;60.0;10987.11
2;23;10;35;24334.0;7;141;1;60.0;11058.32
2;23;2;30;37020.0;7;242;3;60.0;14053.48
6;19;23;76;26860.0;6;118;3;60.0;9801.74
6;19;2;76;27460.0;6;116;3;60.0;10402.72
10;15;3;76;30660.0;7;123;1;60.0;9250.28
5;20;2;76;29760.0;7;123;1;60.0;11484.31
5;20;2;76;28260.0;7;123;1;60.0;11484.31
6;19;8;79;37860.0;4;0;0;60.0;14507.36
10;15;3;76;30660.0;7;123;1;60.0;9250.28
6;19;2;73;20560.0;5;106;3;60.0;8178.51
6;19;2;76;29760.0;7;123;1;60.0;9592.23
9;15;8;74;29060.0;7;130;1;60.0;8434.37
9;15;5;74;29060.0;7;130;1;60.0;8434.37
24;1;30928;74;18860.0;5;125;3;60.0;5999.71
5;32;6;69;36360.0;8;144;7;60.0;16911.69
5;19;8;48;29860.0;6;121;7;60.0;10042.01
12;13;7;54;40060.0;7;41;7;60.0;14403.62
5;19;8;48;29860.0;6;121;7;60.0;10042.01
5;20;2;76;29760.0;7;123;1;60.0;11484.31
6;18;2;76;26860.0;6;118;3;60.0;9801.74
5;20;2;76;28260.0;7;123;1;60.0;11484.31
11;14;2;76;29960.0;7;123;1;60.0;9164.79
23;2;26234;74;19860.0;5;125;3;60.0;6096.92
11;14;10;76;30660.0;7;123;1;60.0;9164.79
10;15;2;76;29960.0;7;123;1;60.0;9250.28
6;18;2;76;26860.0;6;118;3;60.0;9801.74
10;15;6000;84;41562.0;7;133;3;60.0;15904.18
5;20;3;25;19860.0;4;123;1;60.0;7601.91
11;14;6325;80;24200.0;5;121;1;60.0;8801.82
10;14;12250;80;24400.0;5;121;1;60.0;8785.5
52;0;39700;7;25744.0;8;125;1;30.0;10207.69
6;19;10;29;36364.0;7;130;3;60.0;14322.93
4;21;5;25;23660.0;6;134;1;60.0;11170.67
11;14;10460;80;24100.0;5;121;1;60.0;8702.2
11;14;9110;80;24100.0;5;121;1;60.0;8756.68
3;22;2;25;23860.0;6;134;1;60.0;10756.03
10;15;10;81;36190.0;7;139;1;60.0;14394.7
21;4;14793;37;18472.0;5;131;4;60.0;5602.02
12;13;13610;80;24100.0;5;121;1;60.0;8540.26
33;0;24106;80;18744.0;5;123;1;48.0;5818.93
12;13;15090;80;24600.0;5;121;1;60.0;8535.64
12;13;9795;80;24100.0;5;121;1;60.0;8601.89
8;17;564;25;20484.0;4;123;1;60.0;7313.72
8;17;10;26;27600.0;7;142;1;60.0;8775.5
6;18;25;9;64600.0;9;148;5;60.0;28658.14
33;0;10495;25;18800.0;5;117;3;48.0;7929.48
10;15;10;26;28300.0;7;142;1;60.0;8627.66
15;10;4517;42;18490.0;4;135;1;60.0;6260.98
8;17;10;26;27600.0;7;142;1;60.0;8775.5
8;17;10;26;27600.0;7;142;1;60.0;8775.5
33;0;13700;25;19100.0;5;117;3;48.0;7907.66
26;0;29634;81;27400.0;7;130;3;54.0;10487.94
23;2;26423;81;27400.0;7;130;3;60.0;10174.74
3;22;2;80;27860.0;7;122;1;60.0;12985.88
3;22;10;94;20360.0;5;117;1;60.0;9061.08
22;3;23889;79;28790.0;7;125;1;60.0;9599.73
6;19;10;92;35600.0;7;132;7;60.0;15634.27
2;23;10;30;37020.0;7;242;3;60.0;14053.48
4;21;1;29;34860.0;7;145;3;60.0;14752.94
13;24;4;114;33060.0;8;119;6;60.0;13185.96
10;75;12;57;34060.0;5;32;7;60.0;14186.8
4;21;8;93;34360.0;5;30;7;60.0;19461.13
2;23;12;94;20360.0;5;117;1;60.0;9187.59
10;15;10310;35;21900.0;6;127;3;60.0;9689.65
5;32;4;69;36360.0;8;144;7;60.0;16911.69
23;2;28186;27;26490.0;7;129;3;60.0;10871.43
5;20;2;76;25860.0;7;123;1;60.0;9097.47
41;0;100718;97;17532.0;7;130;1;42.0;7812.3
7;18;7;93;31860.0;7;134;7;60.0;13105.21
5;20;3;85;37260.0;7;130;3;60.0;13018.68
10;15;15896;35;21900.0;6;127;3;60.0;9626.26
11;14;16378;107;26990.0;8;131;7;60.0;10298.55
17;8;20340;26;22700.0;7;142;1;60.0;7623.21
3;22;1;29;34860.0;7;130;3;60.0;13630.17
12;13;13394;121;28790.0;6;141;1;60.0;11194.77
40;0;47396;14;43990.0;15;147;1;42.0;21345.69
2;23;10;93;25364.0;5;132;1;60.0;12140.06
17;8;9219;38;29860.0;5;135;1;60.0;12376.26
7;18;8;44;18300.0;5;128;3;60.0;7117.84
3;22;10;93;24564.0;5;107;6;60.0;11983.86
6;19;20;92;35400.0;7;132;7;60.0;15546.44
8;17;10;82;30990.0;7;114;3;60.0;11318.77
7;18;500;45;35490.0;7;191;3;60.0;12273.67
32;0;10495;119;23990.0;7;123;1;48.0;9339.77
24;1;22623;23;21990.0;5;145;3;60.0;6749.28
48;13;71465;33;34990.0;19;155;1;36.0;13194.87
6;19;10;98;24990.0;5;138;3;60.0;8749.46
31;0;45200;13;33490.0;7;135;1;54.0;15019.02
33;0;35434;87;26990.0;5;173;3;48.0;8784.54
24;1;45881;125;32490.0;8;143;3;60.0;11827.98
22;3;11721;94;19990.0;5;98;6;60.0;8101.44
11;14;10;48;25990.0;6;118;2;60.0;9038.67
7;17;10;45;29990.0;0;0;3;60.0;10747.92
5;20;10;44;19990.0;5;128;3;60.0;7300.89
26;10;14742;68;29900.0;6;225;3;54.0;11684.98
9;28;10;114;32990.0;8;119;6;60.0;14632.57
8;17;10;82;31990.0;7;114;3;60.0;11598.95
51;0;44975;12;27490.0;10;131;1;30.0;12285.26
21;4;34961;85;50990.0;11;46;7;60.0;19125.63
33;51;26854;57;28990.0;11;161;1;48.0;12746.59
24;1;20015;54;32990.0;10;45;7;60.0;12415.42
9;16;10;29;37990.0;7;130;3;60.0;14047.29
6;19;15;93;21990.0;5;119;4;60.0;9342.02
8;17;10;45;29490.0;0;0;3;60.0;10644.91
39;0;20366;120;23990.0;11;159;1;42.0;10509.58
10;15;2311;82;29990.0;7;125;1;60.0;10658.55
8;17;10;29;37990.0;7;149;1;60.0;15939.82
18;7;3000;92;29990.0;5;109;6;60.0;11951.33
19;17;52618;116;27990.0;7;148;3;60.0;9110.2
8;17;10;25;18990.0;4;123;1;60.0;7322.24
18;7;8028;93;23490.0;7;130;1;60.0;9079.95
24;1;31035;38;29990.0;7;126;3;60.0;9874.02
8;17;10;82;28990.0;7;114;3;60.0;10272.4
10;15;10;29;37990.0;7;130;3;60.0;13918.24
48;0;94965;75;17990.0;6;106;3;36.0;7417.86
17;7;41067;75;26990.0;7;129;3;60.0;10614.43
6;19;10;44;19990.0;5;128;3;60.0;7241.14
6;19;10;84;38990.0;7;142;1;60.0;14816.28
9;28;10;114;34490.0;8;119;6;60.0;14632.57
25;0;26162;30;29990.0;8;231;3;60.0;11537.59
13;12;24000;93;27490.0;5;34;7;60.0;14909.72
11;14;10;48;27990.0;6;129;7;60.0;9314.98
27;0;15944;81;39990.0;10;31;6;54.0;18227.12
6;18;10;84;39990.0;7;139;3;60.0;16554.13
6;19;10;44;19990.0;5;128;3;60.0;7241.14
8;17;10;45;29490.0;0;0;3;60.0;10644.91
8;17;10;25;19490.0;5;111;3;60.0;7823.79
13;12;16988;64;78490.0;10;48;7;60.0;26955.57
22;3;51233;82;21990.0;7;120;3;60.0;8975.58
9;28;10;114;34490.0;8;119;6;60.0;14632.57
8;17;10;26;24843.0;7;141;1;60.0;8081.64
58;0;34362;14;28490.0;10;127;3;24.0;16999.44
31;0;24086;93;22490.0;6;129;3;54.0;9157.84
11;14;10;48;27990.0;6;129;7;60.0;9314.98
22;3;48043;82;21990.0;7;121;3;60.0;8865.92
6;19;10;81;36990.0;7;139;1;60.0;13660.27
8;17;10;25;18788.0;4;123;1;60.0;7322.24
21;3;28217;14;40990.0;6;126;3;60.0;15743.65
6;19;10;98;24990.0;5;138;3;60.0;8749.46
48;0;69896;101;17490.0;6;119;3;36.0;7271.43
8;17;10;82;31990.0;7;114;3;60.0;11598.95
48;0;25500;66;24690.0;7;122;1;36.0;8538.17
10;15;10;29;37990.0;7;130;3;60.0;13918.24
10;15;10;29;37990.0;7;130;3;60.0;13918.24
16;9;16993;77;32990.0;8;177;3;60.0;11493.9
9;15;10;100;37990.0;8;219;3;60.0;15353.3
9;16;10;79;31990.0;7;132;3;60.0;14080.11
43;0;36989;101;19990.0;7;143;1;42.0;8615.36
19;6;31144;93;17990.0;5;132;1;60.0;7375.76
10;15;2500;80;22990.0;5;115;1;60.0;9185.57
16;9;7000;8;39990.0;8;146;1;60.0;17799.19
26;0;34675;81;30990.0;7;146;1;54.0;11487.38
11;14;10;29;39990.0;10;29;7;60.0;18619.94
49;0;23823;93;16990.0;5;111;3;36.0;7888.59
11;14;23807;119;45490.0;19;168;1;60.0;20119.29
6;19;10;81;35990.0;7;139;1;60.0;13660.27
3;22;10;45;29490.0;0;0;3;60.0;11293.15
19;6;14986;92;27990.0;7;132;7;60.0;11119.71
40;0;95262;62;27490.0;7;141;3;42.0;15284.96
6;19;10;44;19990.0;5;128;3;60.0;7241.14
8;17;10;82;28990.0;7;114;3;60.0;10272.4
3;34;10;118;31990.0;5;100;6;60.0;10689.26
22;3;29392;15;49990.0;7;197;3;60.0;10567.02
23;2;10970;7;29490.0;8;133;1;60.0;9609.33
34;0;37395;82;19990.0;6;126;1;48.0;7624.57
8;17;10;25;19490.0;5;111;3;60.0;7823.79
40;0;36067;1;28490.0;7;112;1;42.0;13103.73
46;0;43945;7;25290.0;8;125;1;36.0;9932.03
25;0;27;81;42490.0;11;29;7;60.0;19119.24
16;9;10;94;16990.0;5;117;1;60.0;7315.15
14;10;9200;82;30990.0;7;115;3;60.0;11344.67
8;17;10;27;27990.0;7;119;1;60.0;10590.24
4;21;10;93;22990.0;5;132;1;60.0;10810.7
22;15;33018;117;36990.0;6;0;0;60.0;9211.24
9;28;10;114;34490.0;8;119;6;60.0;13935.78
56;0;72673;71;19990.0;7;133;3;24.0;11070.04
33;0;50535;29;25290.0;7;138;3;48.0;10475.76
21;3;37280;81;33990.0;10;31;6;60.0;14617.07
20;5;14946;92;27990.0;7;132;7;60.0;11018.08
42;0;61502;52;35990.0;10;149;3;42.0;16956.63
44;0;79984;81;21990.0;6;102;3;36.0;9060.38
47;0;41090;90;102990.0;32;62;7;36.0;30108.39
8;17;10;25;19490.0;1;0;0;60.0;10375.86
9;28;10;114;34490.0;8;119;6;60.0;14632.57
26;0;25000;101;19990.0;6;116;3;54.0;7848.09
38;0;32874;27;16990.0;5;130;3;42.0;7563.88
36;0;52147;21;54990.0;10;43;7;48.0;24851.03
28;0;6450;81;28400.0;7;146;1;54.0;11925.42
2;23;10;35;27134.0;6;139;3;60.0;12551.7
19;6;10167;87;30490.0;7;189;3;60.0;9680.1
6;19;2;27;28860.0;7;129;3;60.0;12669.7
49;0;39375;82;21100.0;6;108;1;36.0;7293.24
8;16;5;27;30060.0;7;129;3;60.0;12359.26
10;50;5927;34;33860.0;8;150;1;60.0;12752.55
11;14;6575;79;25990.0;7;125;1;60.0;10435.36
26;0;20778;79;22490.0;5;123;1;54.0;7525.51
12;12;7032;79;25990.0;7;125;1;60.0;10356.91
6;19;20;27;28860.0;7;130;1;60.0;12161.93
8;17;24;27;28060.0;7;120;3;60.0;11674.13
3;22;3;82;33360.0;7;125;1;60.0;12677.66
48;0;35875;82;21300.0;6;108;1;36.0;7346.02
22;3;31409;26;18332.0;6;131;1;60.0;6239.24
6;19;2;27;28860.0;7;129;3;60.0;12669.7
9;51;9;34;33060.0;8;142;1;60.0;12519.87
12;13;26;122;30560.0;8;142;1;60.0;10797.57
14;11;3;27;28060.0;7;129;3;60.0;11734.17
8;17;25;27;28060.0;7;120;3;60.0;11674.13
8;17;15;122;38060.0;8;135;1;60.0;14477.14
6;19;2;27;28860.0;7;129;3;60.0;12669.7
5;20;4;25;23660.0;6;120;1;60.0;8674.19
7;17;4;27;29060.0;7;119;1;60.0;10026.18
5;20;2;27;28860.0;7;129;3;60.0;12760.0
11;50;4984;34;33860.0;8;150;1;60.0;12664.08
13;48;6132;34;32860.0;8;142;1;60.0;12114.38
14;11;28824;26;21430.0;6;130;3;60.0;7644.37
14;11;22560;26;22230.0;6;130;3;60.0;7728.12
9;16;10;79;33200.0;7;133;1;60.0;12558.46
3;21;10;42;18890.0;4;105;7;60.0;7624.78
4;21;2;81;36460.0;7;145;1;60.0;16469.07
2;23;10;35;27134.0;6;139;3;60.0;12551.7
2;23;10;35;27134.0;6;139;3;60.0;12551.7
2;23;9;81;47860.0;11;27;6;60.0;25208.85
14;11;2706;76;30900.0;7;132;1;60.0;12303.17
3;22;2;25;23660.0;6;134;1;60.0;11293.83
33;0;20045;99;28490.0;8;162;3;48.0;13903.69
2;23;10;93;25460.0;5;132;1;60.0;12186.0
8;17;16;122;38560.0;8;135;1;60.0;14663.91
32;0;10313;119;25860.0;6;118;3;48.0;9751.11
13;24;3;114;33060.0;8;119;6;60.0;13185.96
5;20;50;122;32860.0;8;135;1;60.0;12488.52
3;34;10;114;36860.0;8;120;6;60.0;16159.45
3;33;5;114;36860.0;8;120;6;60.0;16157.56
2;23;2;85;38860.0;7;130;3;60.0;14199.57
7;30;17;114;36860.0;8;120;6;60.0;15408.48
3;22;14;90;134998.0;21;48;7;60.0;40645.37
4;21;13;93;34360.0;5;30;7;60.0;19461.13
6;19;14;93;34360.0;5;30;7;60.0;19352.56
11;14;22;85;34560.0;7;121;3;60.0;11875.06
4;21;9;93;34360.0;5;30;7;60.0;19474.57
3;22;4;85;37860.0;7;130;3;60.0;13960.88
3;22;3;85;37860.0;7;130;3;60.0;13960.88
2;23;3;85;37860.0;7;130;3;60.0;14199.57
4;21;9;93;34360.0;5;30;7;60.0;19474.57
2;23;9;94;20360.0;5;117;1;60.0;9187.59
3;22;8;94;20360.0;5;117;1;60.0;9061.08
5;20;2;84;40860.0;7;149;1;60.0;17668.34
12;13;15;92;36060.0;5;109;6;60.0;14167.27
15;10;3338;85;40860.0;10;28;7;60.0;14322.78
4;21;3;81;38860.0;7;139;1;60.0;17645.79
2;23;3;85;38860.0;7;130;3;60.0;14199.57
25;0;14988;85;30860.0;7;121;3;60.0;10592.21
5;20;2;81;32860.0;7;139;1;60.0;14646.01
2;23;10;81;47860.0;11;27;6;60.0;25208.85
5;20;2;81;33860.0;7;139;1;60.0;15091.71
3;22;4;82;34860.0;7;128;3;60.0;14634.3
2;23;10;81;47860.0;11;27;6;60.0;25208.85
5;20;2;81;50860.0;11;27;6;60.0;26066.58
21;4;29441;81;43360.0;11;30;6;60.0;19152.26
3;22;5;81;37860.0;7;139;1;60.0;17552.88
7;18;5;81;34860.0;7;130;3;60.0;14348.41
5;20;7;81;37860.0;7;142;3;60.0;17318.32
6;19;2;81;38360.0;7;145;1;60.0;15906.11
4;21;2;81;50860.0;11;27;6;60.0;26243.2
3;22;7;84;41860.0;7;146;3;60.0;18103.11
3;22;3;85;38860.0;7;130;3;60.0;13296.08
45;0;19968;82;21860.0;6;99;3;36.0;9425.97
3;22;4;84;41860.0;7;146;3;60.0;18103.11
2;23;8;81;45860.0;10;28;6;60.0;23028.96
5;20;3;84;38860.0;7;141;1;60.0;16785.03
3;22;3;85;37860.0;7;130;3;60.0;13960.88
41;0;57564;81;26212.0;10;165;1;42.0;12113.08
9;16;10;47;33490.0;8;127;5;60.0;14788.64
7;18;2;25;22460.0;5;117;3;60.0;9039.48
41;0;62450;81;26024.0;10;165;1;42.0;11932.92
12;13;12495;80;24200.0;5;121;1;60.0;8581.87
5;20;500;82;29990.0;7;125;1;60.0;11000.92
9;16;10;35;22490.0;7;141;1;60.0;9605.44
4;21;10;29;36490.0;7;130;3;60.0;14264.18
6;19;3;25;20860.0;4;123;1;60.0;7533.71
12;13;10;81;39490.0;7;139;1;60.0;14027.07
3;22;2;25;23660.0;6;134;1;60.0;11293.83
10;14;6450;80;24900.0;5;121;1;60.0;8655.42
10;14;13396;80;24300.0;5;121;1;60.0;8766.63
5;19;10;107;28864.0;8;132;1;60.0;11577.72
10;15;10;80;29990.0;7;120;1;60.0;11475.39
8;17;10;35;22490.0;7;141;1;60.0;9628.84
10;14;13976;80;24200.0;5;121;1;60.0;8743.06
11;14;8100;80;24100.0;5;121;1;60.0;8775.35
9;16;10;35;22490.0;7;141;1;60.0;9605.44
39;0;39987;59;31490.0;6;118;3;42.0;12516.88
46;0;139253;124;29990.0;10;111;3;36.0;9967.56
12;13;9200;80;24100.0;5;121;1;60.0;8655.83
22;3;28064;31;34128.0;6;168;3;60.0;10121.76
12;13;10;81;37490.0;7;139;1;60.0;14027.07
8;17;10;35;22490.0;7;141;1;60.0;9628.84
5;20;2;25;23860.0;6;120;1;60.0;8674.18
3;22;2;25;23860.0;6;134;1;60.0;11293.83
12;13;10935;80;24100.0;5;121;1;60.0;8601.9
10;15;10;29;34424.0;7;130;3;60.0;13680.27
12;13;12360;80;24200.0;5;121;1;60.0;8581.87
22;3;40624;25;16232.0;4;123;1;60.0;6205.27
11;14;10;80;22990.0;5;109;3;60.0;7550.78
12;13;12085;80;24100.0;5;121;1;60.0;8581.87
8;17;10;80;22600.0;5;115;1;60.0;9398.22
5;20;500;82;29990.0;7;125;1;60.0;11000.92
3;22;2;25;23860.0;6;134;1;60.0;11293.83
26;0;6278;12;41990.0;16;156;1;54.0;18951.85
10;15;6000;84;41562.0;7;139;3;60.0;16608.7
4;33;10;67;26864.0;6;133;1;60.0;10004.82
9;16;10;47;33490.0;8;127;5;60.0;14788.64
12;13;14993;29;28990.0;7;141;1;60.0;12200.7
8;17;10;122;31990.0;8;135;1;60.0;11734.21
26;0;38651;25;17732.0;5;117;3;54.0;6894.34
10;15;10;35;26490.0;6;139;3;60.0;11716.99
5;20;54;79;37860.0;4;0;0;60.0;13954.97
5;20;3;81;50860.0;11;27;6;60.0;26066.58
5;20;4;81;37860.0;7;142;3;60.0;17318.32
7;18;2;81;34860.0;7;130;3;60.0;14348.42
5;20;4;81;38860.0;7;130;3;60.0;15466.38
4;21;7;80;25860.0;5;109;3;60.0;11624.41
5;20;4;81;37860.0;7;142;3;60.0;17318.32
5;20;3;80;26860.0;5;109;3;60.0;10355.4
6;19;2;81;34560.0;7;130;3;60.0;14292.28
5;20;21;79;38560.0;4;0;0;60.0;14652.72
7;18;3;80;25860.0;5;109;3;60.0;10152.23
3;22;17;79;37860.0;4;0;0;60.0;16204.31
6;19;9;79;36860.0;4;0;0;60.0;14507.36
6;19;3;81;33360.0;7;130;3;60.0;13121.97
25;0;50313;26;19428.0;6;124;3;54.0;7028.74
22;2;21485;84;37600.0;7;139;3;60.0;13332.96
6;19;2;27;29860.0;7;129;3;60.0;12669.7
9;16;2;27;30060.0;7;129;3;60.0;12268.12
5;20;22;27;29860.0;7;129;3;60.0;12760.0
6;19;2;27;29860.0;7;129;3;60.0;12669.7
6;19;2;27;29860.0;7;129;3;60.0;12669.7
7;30;10;69;32864.0;7;144;7;60.0;15676.8
19;6;6500;41;47744.0;10;34;6;60.0;18677.8
3;22;3;29;35860.0;7;130;3;60.0;14021.16
20;5;17775;27;24360.0;7;119;1;60.0;8631.21
4;21;1;29;37860.0;7;145;3;60.0;16164.86
5;20;2;27;29860.0;7;129;3;60.0;12760.0
9;16;30;82;38000.0;7;128;1;60.0;12647.25
7;30;10;69;32864.0;7;144;7;60.0;14930.29
15;10;10;82;47100.0;10;27;7;60.0;17729.43
5;20;20;27;29860.0;7;129;3;60.0;12760.0
6;19;2;25;20860.0;4;123;1;60.0;7533.71
54;0;98435;84;21744.0;7;118;1;30.0;8304.71
28;0;17285;82;23900.0;5;118;3;54.0;7794.54
13;12;10;82;33800.0;7;117;3;60.0;13833.16
6;19;2;25;20860.0;4;123;1;60.0;7533.71
25;0;41381;96;25244.0;7;156;1;60.0;8318.43
9;16;10;80;22800.0;5;115;1;60.0;9539.04
10;15;6000;82;29544.0;7;125;1;60.0;10625.23
5;19;2;26;26860.0;7;142;1;60.0;9007.69
30;30;11290;34;50490.0;20;191;1;54.0;14267.48
15;10;100;93;21990.0;5;132;1;60.0;8200.96
5;20;10;81;37864.0;7;142;3;60.0;17318.32
12;13;9245;80;23500.0;5;121;1;60.0;8655.83
18;6;10;88;34490.0;7;138;3;60.0;9897.01
12;13;18585;80;24000.0;5;121;1;60.0;8449.34
12;13;45;26;25060.0;6;126;3;60.0;7631.28
14;10;10;92;32490.0;7;132;7;60.0;14112.19
10;15;6000;84;41844.0;7;133;3;60.0;15904.18
30;0;117063;27;23244.0;7;129;3;54.0;7957.87
12;13;11700;80;23500.0;5;121;1;60.0;8581.87
12;13;12845;80;24000.0;5;121;1;60.0;8563.37
5;20;2;25;19860.0;4;123;1;60.0;7601.91
29;0;39576;107;25744.0;8;132;1;54.0;9203.94
18;7;6250;21;58990.0;10;154;3;60.0;24116.33
19;6;10;88;34490.0;7;138;3;60.0;9812.21
10;15;12691;37;19232.0;5;127;1;60.0;7748.91
12;13;16170;80;23800.0;5;121;1;60.0;8515.6
12;13;10;76;30490.0;7;123;1;60.0;11531.66
18;6;10;88;34490.0;7;138;3;60.0;9897.01
6;19;2;26;26460.0;7;142;1;60.0;8931.04
8;17;600;25;19784.0;4;123;1;60.0;7874.07
19;6;16896;81;37400.0;10;155;1;60.0;14502.61
9;27;10;69;30864.0;7;142;7;60.0;13957.72
26;0;8951;41;47744.0;10;34;6;54.0;18539.87
23;2;26056;25;15860.0;4;123;1;60.0;4939.49
5;20;2;25;23360.0;6;120;1;60.0;8674.18
5;20;2;25;23360.0;6;120;1;60.0;8674.18
28;0;16000;82;24200.0;5;118;3;54.0;7796.27
23;2;27552;25;15860.0;4;123;1;60.0;4917.43
12;13;6248;19;40360.0;8;129;3;60.0;17551.43
8;17;10;26;28490.0;7;145;1;60.0;9497.83
17;8;11660;72;21600.0;6;115;3;60.0;8716.03
3;22;10;80;27382.0;7;122;1;60.0;12763.08
10;15;18000;35;24000.0;8;145;1;60.0;9402.96
2;23;10;104;25990.0;6;120;1;60.0;11228.68
10;15;4965;38;35000.0;7;132;3;60.0;14913.55
7;18;10;47;33490.0;8;127;5;60.0;14810.05
48;0;36667;66;23444.0;7;122;1;36.0;8305.26
7;18;2;25;22560.0;5;117;3;60.0;9039.48
6;19;10;104;27490.0;6;120;1;60.0;11268.94
13;12;8355;25;18044.0;4;123;1;60.0;5902.38
6;19;2;25;22360.0;5;117;3;60.0;9187.54
3;22;10;80;27382.0;7;122;1;60.0;12763.08
25;0;45810;25;16092.0;4;123;1;60.0;5994.63
10;15;10;35;26490.0;6;139;3;60.0;11716.99
25;0;37032;25;18524.0;6;125;1;60.0;7001.31
24;1;58252;79;26300.0;5;123;1;60.0;7010.9
23;1;24566;24;13660.0;4;110;1;60.0;4360.1
8;17;10;104;27490.0;6;120;1;60.0;10971.33
7;18;10;35;22490.0;7;141;1;60.0;9697.7
7;18;2;25;22560.0;5;117;3;60.0;9039.48
3;22;10;80;27382.0;7;122;1;60.0;12763.08
47;0;67430;79;20300.0;6;114;1;36.0;8171.02
8;17;9234;29;29990.0;7;141;1;60.0;12515.31
3;22;10;80;27382.0;7;122;1;60.0;12763.08
23;2;27862;27;26490.0;7;129;3;60.0;10871.43
46;0;75875;79;20200.0;6;114;1;36.0;8057.2
8;17;10;35;22490.0;7;141;1;60.0;9628.84
3;22;10;80;27382.0;7;122;1;60.0;12763.08
48;0;72870;79;19800.0;6;114;1;36.0;7921.59
24;1;21536;24;14160.0;4;110;1;60.0;4372.9
22;3;40228;25;15812.0;4;123;1;60.0;6205.27
8;16;10;88;28290.0;5;136;3;60.0;9618.05
7;18;2;25;22560.0;5;117;3;60.0;9039.48
7;18;10;35;22490.0;7;141;1;60.0;9697.7
13;12;10;81;37990.0;7;130;3;60.0;14512.33
8;17;10;35;22490.0;7;141;1;60.0;9628.84
42;0;46653;81;23882.0;6;109;1;42.0;10216.12
4;20;10;35;23100.0;7;141;1;60.0;10313.49
3;22;10;93;26864.0;7;130;7;60.0;13011.37
25;0;63355;27;22990.0;7;129;3;60.0;9802.18
12;12;17000;27;21490.0;5;122;1;60.0;7785.66
9;16;10;27;36600.0;7;120;3;60.0;11587.9
13;12;50;29;35800.0;7;145;3;60.0;13773.68
41;0;29440;119;24564.0;7;106;1;42.0;10294.25
11;14;10;80;26690.0;7;120;1;60.0;9743.11
2;23;10;35;26634.0;6;139;3;60.0;12320.42
6;19;10;29;38600.0;7;145;3;60.0;16664.96
39;0;60357;84;30430.0;10;167;1;42.0;12992.69
25;0;41522;27;25490.0;7;129;3;60.0;10435.7
9;16;8135;27;31200.0;7;131;1;60.0;10053.47
3;21;10;126;57400.0;11;158;5;60.0;27063.83
6;19;13;7;43860.0;8;132;3;60.0;16801.89
43;0;27600;119;23882.0;7;110;1;36.0;10601.35
3;21;10;126;57400.0;11;158;5;60.0;27063.83
7;18;10;80;19490.0;4;119;1;60.0;7021.38
4;20;10;23;35300.0;7;142;3;60.0;11851.88
8;16;10;26;28300.0;7;142;1;60.0;8775.5
42;0;8020;24;13700.0;3;85;1;42.0;3827.71
9;16;10;25;23200.0;4;123;1;60.0;7257.66
10;15;10;26;25700.0;6;126;3;60.0;7170.05
8;16;7304;25;16490.0;4;123;1;60.0;6205.17
21;3;47015;25;19400.0;6;134;1;60.0;7928.89
7;18;506;42;19860.0;4;105;7;60.0;7337.48
7;17;7;35;27000.0;6;139;3;60.0;12056.57
7;17;4;35;27000.0;6;139;3;60.0;12056.57
4;20;2;42;20360.0;4;105;7;60.0;7988.62
7;17;15;38;36060.0;5;135;1;60.0;14478.95
8;17;8;35;26700.0;8;157;1;60.0;11220.52
7;17;5;35;27000.0;6;139;3;60.0;12056.57
7;17;5;35;27000.0;6;139;3;60.0;12056.57
3;22;9;35;22500.0;7;141;1;60.0;9895.49
11;14;7;35;24300.0;7;141;1;60.0;10488.96
